raw,name,url,type,latitude,longitude,rating,description
"Scarborough, North Yorkshire  
FeatureType : city
Elevation : 46
Lat/Lng : 54.2825 / -0.4072","Scarborough, North Yorkshire",https://en.wikipedia.org/wiki/Scarborough%2C_North_Yorkshire,city,54.2825,-0.4072,,"Scarborough (or) is a town on the North Sea coast of North Yorkshire, England. Historically part of the North Riding of Yorkshire, the town lies between 10–230 feet (3–70 m) above sea level, rising steeply northward and westward from the harbour on to limestone cliffs (...)"
"Malé  
FeatureType : city
Elevation : 6
Lat/Lng : 4.1748 / 73.5098",Malé,https://en.wikipedia.org/wiki/Mal%C3%A9,city,4.1748,73.5098,,"Malé is the capital and most populous city in the Republic of Maldives. With a population of 153,379 and an area of 5.8km2, it is also one of the most densely populated cities in the world. The city is geographically located at the southern edge of North Malé Atoll (Kaafu Atoll) (...)"
"Weymouth, Dorset  
FeatureType : null
Elevation : 0
Lat/Lng : 50.613 / -2.457","Weymouth, Dorset",https://en.wikipedia.org/wiki/Weymouth%2C_Dorset,null,50.613,-2.457,,"Weymouth is a seaside town in Dorset, England, situated on a sheltered bay at the mouth of the River Wey on the English Channel coast. The town is south of Dorchester and north of the Isle of Portland. The town's population is 52,323 (2011) (...)"
"Sanya  
FeatureType : city
Elevation : 23
Lat/Lng : 18.2533 / 109.5036",Sanya,https://en.wikipedia.org/wiki/Sanya,city,18.2533,109.5036,,"Sanya is the southernmost city on Hainan Island, and one of the four prefecture-level cities of Hainan Province, in Southeast China. According to the 2010 Census, the population of Sanya is of 685,408 inhabitants, Compilation by LianXin website. living in an area of (...)"
"Suzhou  
FeatureType : city
Elevation : 10
Lat/Lng : 31.3039 / 120.6164",Suzhou,https://en.wikipedia.org/wiki/Suzhou,city,31.3039,120.6164,,"Suzhou (; Mandarin: ; Suzhou Wu:), formerly romanized as Soochow, is a major city located in southeastern Jiangsu Province of East China, about northwest of Shanghai. It is a major economic centre and focal point of trade and commerce, and the second largest city in the province after its capital (...)"
"Kalimpong  
FeatureType : null
Elevation : 1170
Lat/Lng : 27.06 / 88.47",Kalimpong,https://en.wikipedia.org/wiki/Kalimpong,null,27.06,88.47,,Kalimpong (kālēbuṅg; kālimpôṅg; Tibetan: ཀ་སྦུག) is a hill station in the Indian state of West Bengal. It is located at an average elevation of . The town is set to be the headquarters of the announced district of Kalimpong (...)
"Schönbrunn Palace  
FeatureType : null
Elevation : 190
Lat/Lng : 48.1845 / 16.3119",Schönbrunn Palace,https://en.wikipedia.org/wiki/Sch%C3%B6nbrunn_Palace,null,48.1845,16.3119,,"Schönbrunn Palace is a former imperial summer residence located in Vienna, Austria. The 1,441-room Baroque palace is one of the most important architectural, cultural and historical monuments in the country. Since the mid-1950s it has been a major tourist attraction (...)"
"Tandil  
FeatureType : null
Elevation : 203
Lat/Lng : -37.3286 / -59.1369",Tandil,https://en.wikipedia.org/wiki/Tandil,null,-37.3286,-59.1369,,"Tandil is the main city of the homonymous partido (department), located in Argentina, in the southeast of Buenos Aires Province, just north-northwest of the Tandilia hills. (...)"
"Zvolen  
FeatureType : null
Elevation : 307
Lat/Lng : 48.5831 / 19.1331",Zvolen,https://en.wikipedia.org/wiki/Zvolen,null,48.5831,19.1331,,"Zvolen (pronunciation; Hungarian: Zólyom) is a town in central Slovakia, situated on the confluence of Hron and Slatina rivers, close to Banská Bystrica. With its ancient castle, the town has a historical center, which represents the seat of an okres (Zvolen District) (...)"
"Banjul  
FeatureType : null
Elevation : 4
Lat/Lng : 13.4531 / -16.5775",Banjul,https://en.wikipedia.org/wiki/Banjul,null,13.4531,-16.5775,,"Banjul, officially the City of Banjul and formerly known as Bathurst, is the capital of the Gambia and is in a division of the same name. The population of the city proper is only 34,828, with the Greater Banjul Area, which includes the City of Banjul and the Kanifing Municipal Council, at a (...)"
"Bad Ischl  
FeatureType : city
Elevation : 526
Lat/Lng : 47.7203 / 13.6333",Bad Ischl,https://en.wikipedia.org/wiki/Bad_Ischl,city,47.7203,13.6333,,"Bad Ischl is a spa town in Austria. It lies in the southern part of Upper Austria, at the Traun River in the centre of the Salzkammergut region. The town consists of the Katastralgemeinden Ahorn, Bad Ischl, Haiden, Jainzen, Kaltenbach, Lauffen, Lindau, Pfandl, Perneck, Reiterndorf and Rettenbach (...)"
"Biella  
FeatureType : adm3rd
Elevation : 377
Lat/Lng : 45.5667 / 8.0667",Biella,https://en.wikipedia.org/wiki/Biella,adm3rd,45.5667,8.0667,,"Biella is a town and comune in the northern Italian region of Piedmont, the capital of the province of the same name, with a population of 45,016 as of 2014. It is located about northeast of Turin and about west-northwest of Milan (...)"
"Bielawa  
FeatureType : city
Elevation : 320
Lat/Lng : 50.6831 / 16.6111",Bielawa,https://en.wikipedia.org/wiki/Bielawa,city,50.6831,16.6111,,"Bielawa , population 31,988 (2010), is a town in southwestern Poland. Since 1999, it has been situated in Dzierżoniów County, Lower Silesian Voivodeship. From 1975–1998, it was part of the Wałbrzych Voivodeship, and from the 13th century up to 1945 was inside of Germany territory (...)"
"Cần Thơ  
FeatureType : null
Elevation : 9
Lat/Lng : 10.0324 / 105.7841",Cần Thơ,https://en.wikipedia.org/wiki/C%E1%BA%A7n_Th%C6%A1,null,10.0324,105.7841,,"Cần Thơ (help=no) is the fourth-largest city in Vietnam, and the largest city in the Mekong Delta. It is noted for its floating market, rice paper-making village, and picturesque rural canals. It had a population of 1 (...)"
"Piura  
FeatureType : city
Elevation : 29
Lat/Lng : -5.2008 / -80.6253",Piura,https://en.wikipedia.org/wiki/Piura,city,-5.2008,-80.6253,,"Piura is a city in northwestern Peru. It is the capital of the Piura Region, travelsradiate.com, accessed March 25th, 2011. and the Piura Province. The population is 377,496. It was here that Spanish Conqueror Francisco Pizarro founded the third Spanish city in South America and first in Peru, San (...)"
"Tatabánya  
FeatureType : null
Elevation : 147
Lat/Lng : 47.5862 / 18.3949",Tatabánya,https://en.wikipedia.org/wiki/Tatab%C3%A1nya,null,47.5862,18.3949,,"Tatabánya is a city of 67,753 inhabitants in northwestern Hungary, in the Central Transdanubian region. It is the capital of Komárom-Esztergom County. (...)"
"Lower Silesian Voivodeship  
FeatureType : adm1st
Elevation : 154
Lat/Lng : 51.0872 / 16.4078",Lower Silesian Voivodeship,https://en.wikipedia.org/wiki/Lower_Silesian_Voivodeship,adm1st,51.0872,16.4078,,"Lower Silesian Voivodeship or Lower Silesia ProvinceArkadiusz Belczyk, , 2002-2006. (in Polish, województwo dolnośląskie), is one of the 16 voivodeships (provinces) into which Poland is currently divided. It lies in southwestern Poland (...)"
"Mainau  
FeatureType : isle
Elevation : 425
Lat/Lng : 47.7053 / 9.1947",Mainau,https://en.wikipedia.org/wiki/Mainau,isle,47.7053,9.1947,,"Mainau is an island in Lake Constance (on the south shore of the Überlinger See near the city of Konstanz, Baden-Württemberg, Germany). It is maintained as a garden island and a model of excellent environmental practices (...)"
"Drumheller  
FeatureType : city
Elevation : 687
Lat/Lng : 51.4636 / -112.7194",Drumheller,https://en.wikipedia.org/wiki/Drumheller,city,51.4636,-112.7194,,"Drumheller is a town (formerly a city) within the Red Deer River valley in the badlands of east-central Alberta, Canada. It is located northeast of Calgary. The Drumheller portion of the Red Deer River valley, often referred to as Dinosaur Valley, has an approximate width of and an approximate (...)"
"Gaspra  
FeatureType : null
Elevation : 74
Lat/Lng : 44.4306 / 34.1133",Gaspra,https://en.wikipedia.org/wiki/Gaspra,null,44.4306,34.1133,,"Gaspra (officially transliterated Haspra; ;) is a spa town, an urban-type settlement in Yalta Municipality in the Autonomous Republic of Crimea, a territory recognized by a majority of countries as part of Ukraine and incorporated by Russia as the Republic of Crimea (...)"
"Mokra Gora  
FeatureType : city
Elevation : 573
Lat/Lng : 43.7925 / 19.5069",Mokra Gora,https://en.wikipedia.org/wiki/Mokra_Gora,city,43.7925,19.5069,,"Mokra Gora (Serbian: Мокра Гора), meaning the Wet Mountain in English, is a village in Serbia on the northern slopes of mountain Zlatibor. Emphasis on historical reconstruction has made it into a popular tourist center with unique attractions (...)"
"Huangshan City  
FeatureType : city
Elevation : 133
Lat/Lng : 29.71 / 118.3",Huangshan City,https://en.wikipedia.org/wiki/Huangshan_City,city,29.71,118.3,,"Huangshan , is a prefecture-level city in southern Anhui province, People's Republic of China. Huangshan means Yellow Mountain in Chinese and the city is named after the famously scenic Yellow Mountains which cover much of the city's vast geographic expanse (...)"
"Agios Nikolaos, Crete  
FeatureType : null
Lat/Lng : 35.1833 / 25.7167","Agios Nikolaos, Crete",https://en.wikipedia.org/wiki/Agios_Nikolaos%2C_Crete,null,35.1833,25.7167,,"Agios Nikolaos or Aghios Nikolaos is a coastal town on the Greek island of Crete, lying east of the island's capital Heraklion, north of the town of Ierapetra and west of the town of Sitia. In the year 2011, the Municipality of Agios Nikolaos, which takes in part of the surrounding villages, claimed (...)"
"Kayseri  
FeatureType : null
Elevation : 1054
Lat/Lng : 38.7322 / 35.4853",Kayseri,https://en.wikipedia.org/wiki/Kayseri,null,38.7322,35.4853,,"Kayseri is a large and industrialized city in Central Anatolia, Turkey. It is the seat of Kayseri Province. The city of Kayseri, as defined by the boundaries of Kayseri Metropolitan Municipality, is structurally composed of five metropolitan districts, the two core districts of Kocasinan and (...)"
"Gorzów Wielkopolski  
FeatureType : city
Elevation : 30
Lat/Lng : 52.7333 / 15.2333",Gorzów Wielkopolski,https://en.wikipedia.org/wiki/Gorz%C3%B3w_Wielkopolski,city,52.7333,15.2333,,"Gorzów Wielkopolski (abbreviated Gorzów Wlkp.; ;) is a city in western Poland, on the Warta river. It is the biggest city in the Lubusz Voivodeship with 125,149 inhabitants (June 2009) and one of its two capitals with a seat of a Voivodeship governor (the other is Zielona Góra) (...)"
"Jaisalmer  
FeatureType : null
Elevation : 256
Lat/Lng : 26.9133 / 70.9139",Jaisalmer,https://en.wikipedia.org/wiki/Jaisalmer,null,26.9133,70.9139,,"Jaisalmer pronunciation , nicknamed ""The Golden city"", is a city in the Indian state of Rajasthan, located west of the state capital Jaipur. Once known as Jaisalmer state it is a World Heritage Site. The town stands on a ridge of yellowish sandstone, crowned by a fort, which contains the palace and (...)"
"Al Ain  
FeatureType : null
Elevation : 268
Lat/Lng : 24.2075 / 55.7447",Al Ain,https://en.wikipedia.org/wiki/Al_Ain,null,24.2075,55.7447,,"Al Ain (literally The Spring), also known as the Garden City due to its greenery, is the second largest city in the Emirate of Abu Dhabi and the fourth largest city in the United Arab Emirates. With a population of 568,221 (2010), it is located approximately east of the capital Abu Dhabi and about (...)"
"Maseru  
FeatureType : city
Elevation : 1570
Lat/Lng : -29.3156 / 27.502",Maseru,https://en.wikipedia.org/wiki/Maseru,city,-29.3156,27.502,,"Maseru is the capital and largest city of Lesotho. It is also the capital of the Maseru District. Located on the Caledon River, Maseru lies directly on the Lesotho-South Africa border. Maseru is Lesotho's capital city with a population of approximately 227,880 (2006) (...)"
"Fredericton  
FeatureType : city
Elevation : 12
Lat/Lng : 45.9576 / -66.6444",Fredericton,https://en.wikipedia.org/wiki/Fredericton,city,45.9576,-66.6444,,"Fredericton is the capital of the Canadian province of New Brunswick. The city is situated in the west-central portion of the province along the Saint John River, which flows west to east as it bisects the city; it is the dominant natural feature of the area (...)"
"Asbury Park, New Jersey  
FeatureType : city
Elevation : 9
Lat/Lng : 40.2229 / -74.0102","Asbury Park, New Jersey",https://en.wikipedia.org/wiki/Asbury_Park%2C_New_Jersey,city,40.2229,-74.0102,,"Asbury Park is a city in Monmouth County, New Jersey, United States, located on the Jersey Shore and part of the New York City Metropolitan Area. As of the 2010 United States Census, the city's population was 16,116, reflecting a decline of 814 (−4 (...)"
"Oahu  
FeatureType : isle
Elevation : 266
Lat/Lng : 21.4667 / -157.9833",Oahu,https://en.wikipedia.org/wiki/Oahu,isle,21.4667,-157.9833,,"Oahu or Oahu , known as ""The Gathering Place"", is the third largest of the Hawaiian Islands; however, it is home to about two-thirds of the population of the U.S. state of Hawaii, and is the home of Honolulu International Airport. The state capital, Honolulu, is on Oahu's southeast coast (...)"
"Caxias do Sul  
FeatureType : city
Elevation : 767
Lat/Lng : -29.1688 / -51.1892",Caxias do Sul,https://en.wikipedia.org/wiki/Caxias_do_Sul,city,-29.1688,-51.1892,,"Caxias do Sul is a city in Rio Grande do Sul, Southern Brazil, situated in the state's mountainous Serra Gaúcha region. Coordinates: 29°10′0″ S, 51°11′0″ W. It was established by Italian immigrants on June 20, 1890. Today it is the second largest city in the state of Rio Grande do Sul (...)"
"Varaždin  
FeatureType : null
Elevation : 176
Lat/Lng : 46.3083 / 16.3384",Varaždin,https://en.wikipedia.org/wiki/Vara%C5%BEdin,null,46.3083,16.3384,,"Vȁraždīn (or ; also known by other alternative names) is a city in Northern Croatia, north of Zagreb on the highway A4. The total population is 46,946, with 38,839 on of the city settlement itself (2011). The centre of Varaždin County is located near the Drava river, at (...)"
"Salta  
FeatureType : null
Elevation : 1185
Lat/Lng : -24.79 / -65.41",Salta,https://en.wikipedia.org/wiki/Salta,null,-24.79,-65.41,,"Salta is a city located in the Lerma Valley, at 1,152 metres (3780 feet) above sea level in the northwest part of Argentina. It is also the name for the capital city of Salta Province. Along with its metropolitan area, it has a population of 619,000 inhabitants, which makes it the second most (...)"
"Sopot  
FeatureType : city
Elevation : 27
Lat/Lng : 54.4375 / 18.5569",Sopot,https://en.wikipedia.org/wiki/Sopot,city,54.4375,18.5569,,"Sopot (Kashubian: Sopòt; German: Zoppot) is a seaside resort town in Eastern Pomerania on the southern coast of the Baltic Sea in northern Poland, with a population of approximately 40,000. Sopot is a town with powiat (county) status, in Pomeranian Voivodeship (...)"
"Kanyakumari  
FeatureType : null
Elevation : 29
Lat/Lng : 8.0875 / 77.5492",Kanyakumari,https://en.wikipedia.org/wiki/Kanyakumari,null,8.0875,77.5492,,"Kanyakumari ; also known as Kanniyakumari pronunciation), formerly known as Cape Comorin, is a town in Kanyakumari District in the state of Tamil Nadu in India. The name comes from the temple, Devi Kanya Kumari Temple in the region. It is the southernmost tip of peninsular India (...)"
"Bermeo  
FeatureType : city
Elevation : 29
Lat/Lng : 43.4208 / -2.7214",Bermeo,https://en.wikipedia.org/wiki/Bermeo,city,43.4208,-2.7214,,"Bermeo is a town and municipality in the sub-region of Busturialdea. It is in the wider province of Biscay, part of the autonomous region of the Basque Country, in northern Spain. Bermeo has 17,159 inhabitants and is the most important fishing port of the Basque Country (...)"
"Anaheim, California  
FeatureType : city
Elevation : 55
Lat/Lng : 33.8361 / -117.8897","Anaheim, California","https://en.wikipedia.org/wiki/Anaheim,_California",city,33.8361,-117.8897,,"Anaheim (pronounced) is a city in Orange County, California, part of the Los Angeles metropolitan area. As of the 2010 United States Census, the city had a population of 336,265, making it the most populous city in Orange County and the 10th most populous city in California (...)"
"Djibouti (city)  
FeatureType : city
Population : 623,891
Elevation : 4
Lat/Lng : 11.5883 / 43.145",Djibouti (city),https://en.wikipedia.org/wiki/Djibouti_%28city%29,city,11.5883,43.145,,"Djibouti City is the capital and largest city of Djibouti, which is named after it. It is located in the coastal Djibouti Region on the Gulf of Tadjoura. Home to around 600,000 inhabitants, the city contains over 60% of the nation's population (...)"
"Barbados  
FeatureType : country
Elevation : 193
Lat/Lng : 13.1667 / -59.5667",Barbados,https://en.wikipedia.org/wiki/Barbados,country,13.1667,-59.5667,,"Barbados (or) is a sovereign island country in the Lesser Antilles, in the Americas. It is in length and up to in width, covering an area of . It is situated in the western area of the North Atlantic and 100 kilometres (62 mi) east of the Windward Islands and the Caribbean Sea; – U.S (...)"
"Santa Catalina Island, California  
FeatureType : city
Elevation : 456
Lat/Lng : 33.3833 / -118.4167","Santa Catalina Island, California",https://en.wikipedia.org/wiki/Santa_Catalina_Island%2C_California,city,33.3833,-118.4167,,"Santa Catalina Island, often called Catalina Island, or just Catalina, is a rocky island off the coast of the U.S. state of California in the Gulf of Santa Catalina. The island is long and across at its greatest width. The island is located about south-southwest of Los Angeles, California (...)"
"Shimla  
FeatureType : null
Elevation : 2129
Lat/Lng : 31.1033 / 77.1722",Shimla,https://en.wikipedia.org/wiki/Shimla,null,31.1033,77.1722,,"Shimla , also known as Simla, is the capital city of the Indian state of Himachal Pradesh, located in northern India. Shimla is bounded by Mandi and Kullu in the north, Kinnaur in the east, the state of Uttarakhand in the south-east, and Solan and Sirmaur (...)"
"Punta del Este  
FeatureType : city
Elevation : 14
Lat/Lng : -34.9647 / -54.9453",Punta del Este,https://en.wikipedia.org/wiki/Punta_del_Este,city,-34.964,-54.9453,,"Punta del Este is a city and resort on the Atlantic Coast in the Maldonado Department of southeastern Uruguay. Although the city has a year-round population of about 9,280, the summer tourist boom adds to this a very large number of non-residents (...)"
"Funchal  
FeatureType : city
Elevation : 44
Lat/Lng : 32.651 / -16.9096",Funchal,https://en.wikipedia.org/wiki/Funchal,city,32.651,-16.9096,,"Funchal (In European Portuguese. The Brazilian Portuguese pronunciation is) is the largest city, the municipal seat and the capital of Portugal's Autonomous Region of Madeira. The city has a population of 111,892, Nuno Pires Soares, Instituto Geográfico Português (Geographic Institute of Portugal) (...)"
"Gifu Prefecture  
FeatureType : adm1st
Elevation : 50
Lat/Lng : 35.4831 / 136.9",Gifu Prefecture,https://en.wikipedia.org/wiki/Gifu_Prefecture,adm1st,35.4831,136.9,,"is a prefecture in the Chūbu region of central Japan.Nussbaum, Louis-Frédéric. (2005). ""Gifu-ken"" in ; ""Chūbu"" in Its capital is the city of Gifu.Nussbaum, ""Gifu"" in Located in the center of Japan, it has long played an important part as the crossroads of Japan, connecting the east to the west (...)"
"Port of Spain  
FeatureType : city
Elevation : 16
Lat/Lng : 10.6555 / -61.508",Port of Spain,https://en.wikipedia.org/wiki/Port_of_Spain,city,10.6555,-61.508,,"Port of Spain, also written as Port-of-Spain, is the capital city of the Republic of Trinidad and Tobago and the country's third-largest municipality, after Chaguanas and San Fernando. The city has a municipal population of 36,963 (2011 census),It became the new capital of Tinidad & Tobago (...)"
"Canary Islands  
FeatureType : null
Lat/Lng : 28.1 / -15.4",Canary Islands,https://en.wikipedia.org/wiki/Canary_Islands,null,28.1,-15.4,,"The Canary Islands , also known as the Canaries , are a Spanish archipelago located just off the southern coast of Morocco, west of its southern border. The Canaries constitute one of Spain's 17 autonomous communities and are among the outermost regions (OMR) of the European Union proper (...)"
"Molde  
FeatureType : city
Lat/Lng : 62.7375 / 7.1631",Molde,https://en.wikipedia.org/wiki/Molde,city,62.7375,7.1631,,"Molde is a city and municipality in Romsdal in Møre og Romsdal county, Norway. The municipality is located on the Romsdal Peninsula, surrounding the Fannefjord and Moldefjord. The city is located on the northern shore of the Romsdalsfjord (...)"
"Chios  
FeatureType : null
Elevation : 227
Lat/Lng : 38.4 / 26.0167",Chios,https://en.wikipedia.org/wiki/Chios,null,38.4,26.0167,,"Chios (; , ; alternative transliterations Khíos and Híos) is the fifth largest of the Greek islands, situated in the Aegean Sea, off the Anatolian coast. The island is separated from Turkey by the Çeşme Strait. Chios is notable for its exports of mastic gum and its nickname is The mastic island (...)"
"Lahore  
FeatureType : city
Population : 9,700,000
Elevation : 224
Lat/Lng : 31.5497 / 74.3436",Lahore,https://en.wikipedia.org/wiki/Lahore,city,31.5497,74.3436,,"Lahore (; ALA-LC: ; (; Punjabi: Shahmukhi: لہور ALA-LC:) is the capital city of the province of Punjab, the second largest metropolitan area in Pakistan and 16th most populous city in the world. It is an important historical centre in South Asia (...)"
"Durban  
FeatureType : city
Elevation : 23
Lat/Lng : -29.86 / 31.0208",Durban,https://en.wikipedia.org/wiki/Durban,city,-29.86,31.0208,,"Durban (from itheku meaning ""bay/lagoon"") is the largest city in the South African province of KwaZulu-Natal. After Johannesburg, the Durban Metropolitan Area ranks second among the most populous urban areas in South Africa, virtually ex-aequo with Cape Town (...)"
"Rotorua  
FeatureType : city
Elevation : 294
Lat/Lng : -38.1369 / 176.2489",Rotorua,https://en.wikipedia.org/wiki/Rotorua,city,-38.1369,176.2489,,"Rotorua (from , ""The second great lake of Kahumatamomoe"") is a city on the southern shores of the lake of the same name, in the Bay of Plenty Region of New Zealand's North Island. It is the seat of the Rotorua District, a territorial authority encompassing Rotorua and several other nearby towns (...)"
"Piccadilly Circus  
FeatureType : landmark
Elevation : 36
Lat/Lng : 51.5099 / -0.1345",Piccadilly Circus,https://en.wikipedia.org/wiki/Piccadilly_Circus,landmark,51.5099,-0.1345,,"Piccadilly Circus is a road junction and public space of London's West End in the City of Westminster, built in 1819 to connect Regent Street with Piccadilly. In this context, a circus, from the Latin word meaning ""circle"", is a round open space at a street junction (...)"
"Quintana Roo  
FeatureType : adm1st
Elevation : 10
Lat/Lng : 19.5956 / -87.9131",Quintana Roo,https://en.wikipedia.org/wiki/Quintana_Roo,adm1st,19.5956,-87.9131,,"Quintana Roo , officially Free and Sovereign State of Quintana Roo , is one of the 31 states which, with the Federal District, make up the 32 federal entities of Mexico. It is divided into ten municipalities and its capital city is Chetumal (...)"
"Pompeii  
FeatureType : city
Elevation : 31
Lat/Lng : 40.7511 / 14.49",Pompeii,https://en.wikipedia.org/wiki/Pompeii,city,40.7511,14.49,,"Pompeii was an ancient Roman town-city near modern Naples, in the Campania region of Italy, in the territory of the comune of Pompei. Pompeii, along with Herculaneum and many villas in the surrounding area, was mostly destroyed and buried under of volcanic ash and pumice in the eruption of Mount (...)"
"Alice Springs  
FeatureType : city
Elevation : 581
Lat/Lng : -23.7022 / 133.8767",Alice Springs,https://en.wikipedia.org/wiki/Alice_Springs,city,-23.7022,133.8767,,"Alice Springs (Arrernte: Mparntwe) is the third largest town in the Northern Territory, Australia. Popularly known as ""the Alice"" or simply ""Alice"", Alice Springs is situated in the geographic centre of Australia. ""Officially, there is no centre of Australia (...)"
"Huế  
FeatureType : null
Elevation : 9
Lat/Lng : 16.4694 / 107.5778",Huế,https://en.wikipedia.org/wiki/Hu%E1%BA%BF,null,16.4694,107.5778,,"Huế (help=no) Northern accent is the capital city of Thừa Thiên–Huế Province, Vietnam. Between 1802 and 1945, it was the imperial capital of the Nguyễn dynasty. (...)"
"Saitama Prefecture  
FeatureType : adm1st
Elevation : 15
Lat/Lng : 35.95 / 139.55",Saitama Prefecture,https://en.wikipedia.org/wiki/Saitama_Prefecture,adm1st,35.95,139.55,,"is a prefecture of Japan located in the Kantō region of the island of Honshu.Nussbaum, Louis-Frédéric. (2005). ""Saitama prefecture"" in ; ""Kantō"" in . The capital is the city of Saitama. This prefecture is part of the Greater Tokyo Area, and most of Saitama's cities can be described as suburbs of (...)"
"Alkmaar  
FeatureType : city
Elevation : 3
Lat/Lng : 52.6344 / 4.7464",Alkmaar,https://en.wikipedia.org/wiki/Alkmaar,city,52.6344,4.7464,,"Alkmaar is a municipality and a city in the Netherlands, in the province of North Holland. Alkmaar is well known for its traditional cheese market. For tourists, it is a popular cultural destination. (...)"
"Osorno, Chile  
FeatureType : null
Elevation : 30
Lat/Lng : -40.5735 / -73.1401","Osorno, Chile",https://en.wikipedia.org/wiki/Osorno%2C_Chile,null,-40.5735,-73.1401,,"Osorno is a city and commune in southern Chile and capital of Osorno Province in the Los Lagos Region. It had a population of 145,475, as of the 2002 census. It is located south of the national capital of Santiago, north of the regional capital of Puerto Montt and west of the Argentine city of San (...)"
"Banff, Alberta  
FeatureType : city
Elevation : 1388
Lat/Lng : 51.1784 / -115.5708","Banff, Alberta",https://en.wikipedia.org/wiki/Banff%2C_Alberta,city,51.1784,-115.5708,,"Banff is a town within Banff National Park in Alberta, Canada. It is located in Alberta's Rockies along the Trans-Canada Highway, approximately west of Calgary and east of Lake Louise. At an elevation of to , Banff is the community with the second highest elevation in Alberta after Lake Louise (...)"
"Karlsruhe  
FeatureType : city
Elevation : 118
Lat/Lng : 49.014 / 8.4043",Karlsruhe,https://en.wikipedia.org/wiki/Karlsruhe,city,49.014,8.4043,,"Karlsruhe (; formerly Carlsruhe) is the second-largest city in the state of Baden-Württemberg, in southwest Germany, near the Franco-German border. It has a population of 296,033. Karlsruhe Palace was built in 1715, and the city is now the seat of the two highest courts in Germany: the Federal (...)"
"Indianapolis  
FeatureType : null
Elevation : 248
Lat/Lng : 39.768 / -86.1581",Indianapolis,https://en.wikipedia.org/wiki/Indianapolis,null,39.768,-86.1581,,"Indianapolis is the capital of the U.S. state of Indiana and the county seat of Marion County. With an estimated population of 848,788 in 2014, Indianapolis is the largest city in Indiana, second largest in the American Midwest, and 14th largest in the U.S (...)"
"Utrera  
FeatureType : adm3rd
Elevation : 50
Lat/Lng : 37.1825 / -5.7817",Utrera,https://en.wikipedia.org/wiki/Utrera,adm3rd,37.1825,-5.7817,,"Utrera is a municipality in south-west Spain. It is in the province of Seville, in the autonomous community of Andalusia. As of 2008 it has a population close to 50,202. The town is of great historical interest (...)"
"Lorsch  
FeatureType : city
Elevation : 102
Lat/Lng : 49.6539 / 8.5678",Lorsch,https://en.wikipedia.org/wiki/Lorsch,city,49.6539,8.5678,,"Lorsch is a town in the Bergstraße district in Hessen, Germany, 60 km south of Frankfurt. Lorsch is well known for the Lorsch Abbey, which has been named a World Heritage Site. In 1991, the town hosted the 31st Hessentag state festival. (...)"
"Karlskrona  
FeatureType : city
Elevation : 16
Lat/Lng : 56.1608 / 15.5861",Karlskrona,https://en.wikipedia.org/wiki/Karlskrona,city,56.1608,15.5861,,"Karlskrona is a locality and the seat of Karlskrona Municipality, Blekinge County, Sweden with 35,212 inhabitants in 2010. It is also the capital of Blekinge County. Karlskrona is known as Sweden's only baroque city and is host to Sweden's only remaining naval base and the headquarters of the (...)"
